date,postal_code,district,no2,pm10,aqi
2025-07-17,12587,Treptow-Köpenick,26.7,21.3,27
2025-07-17,12589,Treptow-Köpenick,30.4,24.9,31
2025-07-17,12619,Marzahn-Hellersdorf,32.1,19.7,30
2025-07-17,12621,Marzahn-Hellersdorf,26.0,21.2,27
2025-07-17,12621,Marzahn-Hellersdorf,32.3,19.6,30
2025-07-17,12623,Marzahn-Hellersdorf,37.3,15.1,31
2025-07-17,12623,Marzahn-Hellersdorf,32.0,23.5,32
2025-07-17,12627,Marzahn-Hellersdorf,22.8,19.5,24
2025-07-17,12629,Marzahn-Hellersdorf,30.6,19.7,29
2025-07-17,12679,Marzahn-Hellersdorf,29.9,18.6,28
2025-07-17,12681,Lichtenberg,36.1,19.3,32
2025-07-17,12681,Lichtenberg,26.4,22.3,28
2025-07-17,12683,Lichtenberg,27.7,22.0,28
2025-07-17,12683,Lichtenberg,31.0,23.1,31
2025-07-17,12683,Lichtenberg,29.6,24.7,31
2025-07-17,12685,Marzahn-Hellersdorf,33.2,18.9,30
2025-07-17,12687,Marzahn-Hellersdorf,20.6,18.4,22
2025-07-17,12689,Lichtenberg,30.3,19.9,29
2025-07-17,12689,Lichtenberg,22.1,16.5,22
2025-07-17,13051,Lichtenberg,25.7,22.6,27
2025-07-17,13051,Lichtenberg,32.2,20.8,31
2025-07-17,13053,Lichtenberg,22.7,17.1,23
2025-07-17,13053,Lichtenberg,25.6,23.6,28
2025-07-17,13053,Lichtenberg,32.9,21.2,31
2025-07-17,13055,Lichtenberg,32.0,15.3,28
2025-07-17,13055,Lichtenberg,21.5,17.0,22
2025-07-17,13057,Lichtenberg,30.6,23.9,31
2025-07-17,13057,Lichtenberg,22.6,18.8,24
2025-07-17,13059,Lichtenberg,24.5,24.8,28
2025-07-17,13086,Pankow,28.4,20.3,28
2025-07-17,13088,Lichtenberg,21.8,17.1,22
2025-07-17,13088,Lichtenberg,38.4,20.9,34
2025-07-17,13089,Pankow,22.9,16.0,22
2025-07-17,13125,Pankow,34.4,23.1,33
2025-07-17,13127,Pankow,35.3,21.3,33
2025-07-17,13129,Pankow,38.4,24.6,36
2025-07-17,13156,Pankow,27.8,21.9,28
2025-07-17,13156,Pankow,36.1,15.5,30
2025-07-17,13158,Pankow,37.7,19.8,33
2025-07-17,13158,Pankow,23.0,20.3,25
2025-07-17,13159,Pankow,28.8,24.2,30
2025-07-17,13159,Pankow,20.9,19.3,23
2025-07-17,13187,Mitte,31.4,20.9,30
2025-07-17,13187,Mitte,30.7,16.9,28
2025-07-17,13187,Mitte,23.6,17.4,23
2025-07-17,13189,Pankow,34.7,20.5,32
2025-07-17,13347,Mitte,20.5,22.0,24
2025-07-17,13349,Mitte,34.9,19.4,31
2025-07-17,13349,Mitte,20.3,19.3,22
2025-07-17,13351,Charlottenburg-Wilmersdorf,32.1,17.6,29
2025-07-17,13351,Charlottenburg-Wilmersdorf,21.3,22.0,24
2025-07-17,13353,Charlottenburg-Wilmersdorf,24.5,15.1,23
2025-07-17,13353,Charlottenburg-Wilmersdorf,33.3,20.1,31
2025-07-17,13355,Mitte,25.0,15.0,23
2025-07-17,13357,Mitte,29.4,20.9,29
2025-07-17,13357,Mitte,36.9,15.3,31
2025-07-17,13359,Mitte,20.7,24.4,25
2025-07-17,13359,Mitte,35.0,19.8,32
2025-07-17,13359,Mitte,21.0,21.8,24
2025-07-17,13403,Reinickendorf,22.2,23.5,26
2025-07-17,13405,Charlottenburg-Wilmersdorf,22.0,17.4,22
2025-07-17,13405,Charlottenburg-Wilmersdorf,38.4,20.4,34
2025-07-17,13405,Charlottenburg-Wilmersdorf,23.2,23.6,26
2025-07-17,13407,Mitte,36.6,20.4,33
2025-07-17,13407,Mitte,38.3,18.9,33
2025-07-17,13407,Mitte,27.0,18.7,26
2025-07-17,13409,Mitte,31.6,18.8,29
2025-07-17,13409,Mitte,34.4,21.2,32
2025-07-17,13409,Mitte,27.1,15.5,25
2025-07-17,13435,Reinickendorf,22.8,19.2,24
2025-07-17,13437,Pankow,27.9,20.6,28
2025-07-17,13437,Pankow,34.2,22.9,33
2025-07-17,13439,Pankow,34.4,20.3,32
2025-07-17,13439,Pankow,24.1,24.3,27
2025-07-17,13465,Reinickendorf,23.1,19.4,24
2025-07-17,13467,Reinickendorf,37.0,21.5,34
2025-07-17,13469,Pankow,20.6,15.2,20
2025-07-17,13469,Pankow,33.5,17.4,30
2025-07-17,13503,Reinickendorf,20.7,23.2,24
2025-07-17,13505,Reinickendorf,35.5,20.9,33
2025-07-17,13505,Reinickendorf,36.7,24.5,35
2025-07-17,13507,Reinickendorf,25.4,22.5,27
2025-07-17,13509,Reinickendorf,21.2,19.5,23
2025-07-17,13581,Spandau,28.8,22.8,29
2025-07-17,13583,Spandau,25.4,19.7,26
2025-07-17,13585,Spandau,27.6,18.3,26
2025-07-17,13587,Reinickendorf,32.2,15.5,28
2025-07-17,13587,Reinickendorf,23.7,23.7,27
2025-07-17,13589,Spandau,26.5,19.2,26
2025-07-17,13591,Spandau,34.4,21.9,32
2025-07-17,13593,Spandau,31.8,16.5,28
2025-07-17,13595,Charlottenburg-Wilmersdorf,25.9,23.3,28
2025-07-17,13595,Charlottenburg-Wilmersdorf,32.2,23.2,32
2025-07-17,13597,Charlottenburg-Wilmersdorf,34.1,19.8,31
2025-07-17,13597,Charlottenburg-Wilmersdorf,30.9,21.7,30
2025-07-17,13599,Charlottenburg-Wilmersdorf,24.3,20.2,25
2025-07-17,13599,Charlottenburg-Wilmersdorf,19.8,20.5,23
2025-07-17,13599,Charlottenburg-Wilmersdorf,34.8,23.9,34
2025-07-17,13627,Charlottenburg-Wilmersdorf,35.2,24.7,34
2025-07-17,13627,Charlottenburg-Wilmersdorf,32.8,18.7,30
2025-07-17,13627,Charlottenburg-Wilmersdorf,21.2,18.3,22
2025-07-17,13629,Charlottenburg-Wilmersdorf,30.7,18.0,28
2025-07-17,13629,Charlottenburg-Wilmersdorf,35.2,22.7,33
2025-07-17,13629,Charlottenburg-Wilmersdorf,27.1,22.2,28
2025-07-17,14050,Charlottenburg-Wilmersdorf,23.5,15.4,22
2025-07-17,14050,Charlottenburg-Wilmersdorf,30.8,15.9,27
2025-07-17,14052,Charlottenburg-Wilmersdorf,35.3,21.5,33
2025-07-17,14052,Charlottenburg-Wilmersdorf,20.7,17.7,22
2025-07-17,14053,Charlottenburg-Wilmersdorf,31.0,15.9,27
2025-07-17,14193,Charlottenburg-Wilmersdorf,31.8,19.1,29
2025-07-17,14193,Charlottenburg-Wilmersdorf,31.1,23.8,31
2025-07-17,14193,Charlottenburg-Wilmersdorf,32.0,18.7,29
2025-07-17,14057,Charlottenburg-Wilmersdorf,31.6,22.0,31
2025-07-17,14059,Charlottenburg-Wilmersdorf,22.2,24.0,26
2025-07-17,14089,Charlottenburg-Wilmersdorf,24.2,16.7,23
2025-07-17,14089,Charlottenburg-Wilmersdorf,31.4,21.1,30
2025-07-17,14089,Charlottenburg-Wilmersdorf,20.1,24.1,25
2025-07-17,14109,Spandau,31.7,16.9,28
2025-07-17,14109,Spandau,32.2,24.9,33
2025-07-17,14129,Charlottenburg-Wilmersdorf,24.3,18.7,24
2025-07-17,14129,Charlottenburg-Wilmersdorf,31.0,17.2,28
2025-07-17,14129,Charlottenburg-Wilmersdorf,29.8,23.4,30
2025-07-17,14163,Steglitz-Zehlendorf,24.7,19.7,25
2025-07-17,14165,Steglitz-Zehlendorf,28.5,21.7,29
2025-07-17,14167,Steglitz-Zehlendorf,36.8,19.9,33
2025-07-17,14169,Charlottenburg-Wilmersdorf,27.8,21.4,28
2025-07-17,14169,Charlottenburg-Wilmersdorf,31.6,15.4,27
2025-07-17,14193,Charlottenburg-Wilmersdorf,20.5,18.5,22
2025-07-17,14193,Charlottenburg-Wilmersdorf,21.3,21.6,24
2025-07-17,14193,Charlottenburg-Wilmersdorf,21.3,18.5,23
2025-07-17,14195,Charlottenburg-Wilmersdorf,34.4,22.8,33
2025-07-17,14195,Charlottenburg-Wilmersdorf,26.3,24.6,29
2025-07-17,14197,Charlottenburg-Wilmersdorf,24.1,15.4,23
2025-07-17,14197,Charlottenburg-Wilmersdorf,33.8,23.6,33
2025-07-17,14197,Charlottenburg-Wilmersdorf,23.0,16.7,23
2025-07-17,14199,Charlottenburg-Wilmersdorf,24.4,24.2,27
2025-07-17,14199,Charlottenburg-Wilmersdorf,27.9,24.5,30
2025-07-17,12439,Treptow-Köpenick,26.0,20.7,27
2025-07-17,14055,Charlottenburg-Wilmersdorf,30.7,19.8,29
2025-07-17,14055,Charlottenburg-Wilmersdorf,26.1,22.6,28
2025-07-17,15537,Treptow-Köpenick,27.1,24.2,29
2025-07-17,15566,Treptow-Köpenick,35.9,17.3,31
2025-07-17,15569,Treptow-Köpenick,36.3,18.8,32
2025-07-18,10115,Mitte,35.3,19.2,32
2025-07-18,10117,Friedrichshain-Kreuzberg,36.0,23.5,34
2025-07-18,10117,Friedrichshain-Kreuzberg,30.5,16.4,27
2025-07-18,10119,Mitte,31.9,21.2,31
2025-07-18,10119,Mitte,30.2,18.5,28
2025-07-18,10178,Friedrichshain-Kreuzberg,34.5,23.9,33
2025-07-18,10178,Friedrichshain-Kreuzberg,30.1,18.4,28
2025-07-18,10178,Friedrichshain-Kreuzberg,21.9,24.8,26
2025-07-18,10179,Friedrichshain-Kreuzberg,34.9,15.2,29
2025-07-18,10179,Friedrichshain-Kreuzberg,34.0,17.4,30
2025-07-18,10243,Friedrichshain-Kreuzberg,35.1,19.6,32
2025-07-18,10243,Friedrichshain-Kreuzberg,23.4,17.6,23
2025-07-18,10245,Friedrichshain-Kreuzberg,24.9,22.4,27
2025-07-18,10245,Friedrichshain-Kreuzberg,25.3,23.1,27
2025-07-18,10245,Friedrichshain-Kreuzberg,29.3,22.0,29
2025-07-18,10247,Friedrichshain-Kreuzberg,22.3,24.7,26
2025-07-18,10247,Friedrichshain-Kreuzberg,27.0,19.6,27
2025-07-18,10247,Friedrichshain-Kreuzberg,23.2,24.8,27
2025-07-18,10249,Friedrichshain-Kreuzberg,24.8,16.2,24
2025-07-18,10249,Friedrichshain-Kreuzberg,33.0,23.5,32
2025-07-18,10249,Friedrichshain-Kreuzberg,35.8,15.4,30
2025-07-18,10315,Lichtenberg,20.2,20.3,23
2025-07-18,10315,Lichtenberg,30.4,19.8,29
2025-07-18,10317,Friedrichshain-Kreuzberg,20.5,23.6,25
2025-07-18,10317,Friedrichshain-Kreuzberg,21.4,22.0,24
2025-07-18,10317,Friedrichshain-Kreuzberg,33.0,19.4,30
2025-07-18,10318,Lichtenberg,33.6,24.0,33
2025-07-18,10318,Lichtenberg,35.0,23.9,34
2025-07-18,10318,Lichtenberg,28.7,15.2,26
2025-07-18,10319,Lichtenberg,35.9,23.7,34
2025-07-18,10319,Lichtenberg,22.9,20.3,24
2025-07-18,10365,Friedrichshain-Kreuzberg,24.5,23.4,27
2025-07-18,10365,Friedrichshain-Kreuzberg,22.3,16.8,22
2025-07-18,10367,Friedrichshain-Kreuzberg,34.7,16.5,30
2025-07-18,10367,Friedrichshain-Kreuzberg,24.1,22.2,26
2025-07-18,10367,Friedrichshain-Kreuzberg,22.7,17.8,23
2025-07-18,10369,Lichtenberg,31.5,20.6,30
2025-07-18,10369,Lichtenberg,21.2,21.9,24
2025-07-18,10405,Friedrichshain-Kreuzberg,20.6,21.1,23
2025-07-18,10405,Friedrichshain-Kreuzberg,21.8,22.0,25
2025-07-18,10405,Friedrichshain-Kreuzberg,19.8,21.2,23
2025-07-18,10407,Friedrichshain-Kreuzberg,32.8,18.8,30
2025-07-18,10407,Friedrichshain-Kreuzberg,30.3,15.9,27
2025-07-18,10407,Friedrichshain-Kreuzberg,23.7,23.6,27
2025-07-18,10409,Pankow,24.2,23.5,27
2025-07-18,10435,Mitte,35.0,15.1,29
2025-07-18,10435,Mitte,29.2,23.4,30
2025-07-18,10437,Mitte,32.9,16.5,29
2025-07-18,10437,Mitte,28.3,18.3,27
2025-07-18,10439,Mitte,24.2,19.1,25
2025-07-18,10439,Mitte,37.9,21.8,35
2025-07-18,10551,Mitte,30.4,15.9,27
2025-07-18,10553,Charlottenburg-Wilmersdorf,22.2,23.3,26
2025-07-18,10553,Charlottenburg-Wilmersdorf,27.4,24.4,29
2025-07-18,10555,Charlottenburg-Wilmersdorf,26.0,24.5,28
2025-07-18,10555,Charlottenburg-Wilmersdorf,23.8,15.9,23
2025-07-18,10557,Mitte,37.3,24.2,35
2025-07-18,10559,Mitte,36.3,20.7,33
2025-07-18,10585,Charlottenburg-Wilmersdorf,23.5,22.3,26
2025-07-18,10587,Charlottenburg-Wilmersdorf,26.4,24.3,29
2025-07-18,10587,Charlottenburg-Wilmersdorf,34.1,21.6,32
2025-07-18,10589,Charlottenburg-Wilmersdorf,23.7,19.6,25
2025-07-18,10589,Charlottenburg-Wilmersdorf,30.9,20.3,29
2025-07-18,10623,Charlottenburg-Wilmersdorf,32.9,21.8,31
2025-07-18,10623,Charlottenburg-Wilmersdorf,32.0,24.4,32
2025-07-18,10625,Charlottenburg-Wilmersdorf,33.0,23.9,33
2025-07-18,10627,Charlottenburg-Wilmersdorf,33.0,20.8,31
2025-07-18,10629,Charlottenburg-Wilmersdorf,37.8,17.1,32
2025-07-18,10707,Charlottenburg-Wilmersdorf,26.3,18.5,26
2025-07-18,10709,Charlottenburg-Wilmersdorf,36.2,18.6,32
2025-07-18,10711,Charlottenburg-Wilmersdorf,20.2,17.9,22
2025-07-18,10713,Charlottenburg-Wilmersdorf,25.2,22.5,27
2025-07-18,10715,Charlottenburg-Wilmersdorf,20.7,23.4,25
2025-07-18,10715,Charlottenburg-Wilmersdorf,32.0,18.2,29
2025-07-18,10717,Charlottenburg-Wilmersdorf,21.7,23.5,25
2025-07-18,10719,Charlottenburg-Wilmersdorf,35.6,22.3,33
2025-07-18,10777,Charlottenburg-Wilmersdorf,31.9,19.4,30
2025-07-18,10777,Charlottenburg-Wilmersdorf,20.3,22.0,24
2025-07-18,10779,Charlottenburg-Wilmersdorf,33.2,22.7,32
2025-07-18,10779,Charlottenburg-Wilmersdorf,35.9,20.6,33
2025-07-18,10781,Tempelhof-Schöneberg,32.2,19.4,30
2025-07-18,10783,Friedrichshain-Kreuzberg,20.4,16.0,21
2025-07-18,10783,Friedrichshain-Kreuzberg,35.8,15.0,30
2025-07-18,10785,Friedrichshain-Kreuzberg,33.5,24.4,33
2025-07-18,10785,Friedrichshain-Kreuzberg,26.9,17.7,26
2025-07-18,10785,Friedrichshain-Kreuzberg,25.9,21.6,27
2025-07-18,10787,Charlottenburg-Wilmersdorf,28.8,24.4,30
2025-07-18,10787,Charlottenburg-Wilmersdorf,36.0,23.2,34
2025-07-18,10787,Charlottenburg-Wilmersdorf,24.5,16.2,23
2025-07-18,10789,Charlottenburg-Wilmersdorf,21.7,23.0,25
2025-07-18,10789,Charlottenburg-Wilmersdorf,36.0,22.3,34
2025-07-18,10823,Tempelhof-Schöneberg,20.3,18.3,22
2025-07-18,10825,Charlottenburg-Wilmersdorf,36.8,21.9,34
2025-07-18,10825,Charlottenburg-Wilmersdorf,25.5,23.3,28
2025-07-18,10827,Tempelhof-Schöneberg,29.3,17.9,27
2025-07-18,10829,Tempelhof-Schöneberg,22.3,23.7,26
2025-07-18,10961,Friedrichshain-Kreuzberg,36.7,15.8,31
2025-07-18,10963,Friedrichshain-Kreuzberg,33.8,20.3,31
2025-07-18,10963,Friedrichshain-Kreuzberg,37.1,17.3,32
2025-07-18,10965,Friedrichshain-Kreuzberg,32.6,22.3,32
2025-07-18,10965,Friedrichshain-Kreuzberg,23.3,16.7,23
2025-07-18,10965,Friedrichshain-Kreuzberg,25.6,18.4,25
2025-07-18,10967,Friedrichshain-Kreuzberg,28.9,16.3,26
2025-07-18,10967,Friedrichshain-Kreuzberg,31.2,23.1,31
2025-07-18,10969,Friedrichshain-Kreuzberg,37.1,16.3,31
2025-07-18,10969,Friedrichshain-Kreuzberg,27.0,22.2,28
2025-07-18,10997,Friedrichshain-Kreuzberg,32.9,22.1,32
2025-07-18,10997,Friedrichshain-Kreuzberg,37.8,16.4,32
2025-07-18,10997,Friedrichshain-Kreuzberg,22.6,20.7,24
2025-07-18,10999,Friedrichshain-Kreuzberg,35.9,20.0,32
2025-07-18,10999,Friedrichshain-Kreuzberg,27.7,20.9,28
2025-07-18,10999,Friedrichshain-Kreuzberg,33.5,24.4,33
2025-07-18,10999,Friedrichshain-Kreuzberg,25.3,15.8,24
2025-07-18,12043,Neukölln,26.0,23.2,28
2025-07-18,12045,Neukölln,20.3,23.6,25
2025-07-18,12047,Friedrichshain-Kreuzberg,38.0,16.3,32
2025-07-18,12047,Friedrichshain-Kreuzberg,35.0,21.6,33
2025-07-18,12049,Neukölln,21.6,22.0,24
2025-07-18,12049,Neukölln,38.5,20.5,34
2025-07-18,12051,Neukölln,31.1,20.0,29
2025-07-18,12051,Neukölln,35.8,18.2,31
2025-07-18,12053,Neukölln,21.0,21.9,24
2025-07-18,12055,Neukölln,27.1,17.9,26
2025-07-18,12057,Neukölln,32.3,19.6,30
2025-07-18,12057,Neukölln,21.8,23.6,25
2025-07-18,12059,Friedrichshain-Kreuzberg,28.9,15.9,26
2025-07-18,12059,Friedrichshain-Kreuzberg,28.1,20.3,28
2025-07-18,12059,Friedrichshain-Kreuzberg,23.8,19.9,25
2025-07-18,12099,Neukölln,25.4,18.8,25
2025-07-18,12099,Neukölln,37.9,21.0,34
2025-07-18,12101,Friedrichshain-Kreuzberg,25.2,15.2,23
2025-07-18,12101,Friedrichshain-Kreuzberg,23.8,19.9,25
2025-07-18,12103,Tempelhof-Schöneberg,29.8,19.9,29
2025-07-18,12105,Steglitz-Zehlendorf,32.3,20.2,30
2025-07-18,12105,Steglitz-Zehlendorf,33.4,17.1,29
2025-07-18,12107,Neukölln,33.9,17.1,30
2025-07-18,12107,Neukölln,20.5,21.5,24
2025-07-18,12107,Neukölln,27.2,15.9,25
2025-07-18,12109,Neukölln,34.3,18.1,30
2025-07-18,12109,Neukölln,36.7,23.3,35
2025-07-18,12157,Steglitz-Zehlendorf,31.1,16.0,27
2025-07-18,12157,Steglitz-Zehlendorf,20.8,19.7,23
2025-07-18,12159,Charlottenburg-Wilmersdorf,27.2,21.7,28
2025-07-18,12159,Charlottenburg-Wilmersdorf,21.2,16.4,21
2025-07-18,12161,Charlottenburg-Wilmersdorf,33.8,18.1,30
2025-07-18,12161,Charlottenburg-Wilmersdorf,21.0,20.6,23
2025-07-18,12161,Charlottenburg-Wilmersdorf,23.3,18.3,24
2025-07-18,12163,Steglitz-Zehlendorf,27.6,16.1,25
2025-07-18,12163,Steglitz-Zehlendorf,28.5,17.3,26
2025-07-18,12165,Steglitz-Zehlendorf,27.4,16.1,25
2025-07-18,12167,Steglitz-Zehlendorf,28.5,24.8,30
2025-07-18,12169,Steglitz-Zehlendorf,33.1,17.4,29
2025-07-18,12169,Steglitz-Zehlendorf,26.7,20.3,27
2025-07-18,12203,Steglitz-Zehlendorf,30.0,19.3,28
2025-07-18,12205,Steglitz-Zehlendorf,25.5,20.7,26
2025-07-18,12207,Steglitz-Zehlendorf,26.4,20.0,26
2025-07-18,12209,Steglitz-Zehlendorf,31.3,22.3,31
2025-07-18,12209,Steglitz-Zehlendorf,29.0,23.7,30
2025-07-18,12247,Steglitz-Zehlendorf,33.3,17.9,30
2025-07-18,12247,Steglitz-Zehlendorf,30.3,16.8,27
2025-07-18,12249,Steglitz-Zehlendorf,34.8,24.8,34
2025-07-18,12249,Steglitz-Zehlendorf,28.1,23.7,29
2025-07-18,12277,Steglitz-Zehlendorf,29.0,18.6,27
2025-07-18,12277,Steglitz-Zehlendorf,32.3,23.9,32
2025-07-18,12279,Steglitz-Zehlendorf,23.9,21.7,26
2025-07-18,12279,Steglitz-Zehlendorf,27.0,19.4,27
2025-07-18,12305,Neukölln,31.5,23.7,32
2025-07-18,12305,Neukölln,20.3,21.8,24
2025-07-18,12307,Tempelhof-Schöneberg,28.0,23.3,29
2025-07-18,12309,Tempelhof-Schöneberg,31.0,19.2,29
2025-07-18,12347,Neukölln,37.9,23.0,35
2025-07-18,12347,Neukölln,36.2,18.7,32
2025-07-18,12349,Neukölln,25.0,22.4,27
2025-07-18,12349,Neukölln,29.3,19.4,28
2025-07-18,12351,Neukölln,20.9,19.1,23
2025-07-18,12353,Neukölln,24.3,23.0,27
2025-07-18,12355,Neukölln,34.3,16.3,30
2025-07-18,12355,Neukölln,22.1,24.3,26
2025-07-18,12357,Neukölln,24.6,20.1,25
2025-07-18,12357,Neukölln,37.5,21.4,34
2025-07-18,12359,Neukölln,35.2,19.1,32
2025-07-18,12359,Neukölln,34.4,21.5,32
2025-07-18,12435,Friedrichshain-Kreuzberg,36.0,22.1,34
2025-07-18,12435,Friedrichshain-Kreuzberg,33.8,23.7,33
2025-07-18,12435,Friedrichshain-Kreuzberg,22.1,23.5,26
2025-07-18,12437,Neukölln,29.5,18.6,28
2025-07-18,12437,Neukölln,28.1,21.2,28
2025-07-18,12459,Lichtenberg,25.6,22.8,27
2025-07-18,12459,Lichtenberg,35.4,22.6,33
2025-07-18,12459,Lichtenberg,28.5,23.9,30
2025-07-18,12487,Neukölln,20.9,23.3,25
2025-07-18,12487,Neukölln,24.9,22.2,27
2025-07-18,12489,Neukölln,24.1,22.5,26
2025-07-18,12489,Neukölln,36.4,23.1,34
2025-07-18,12524,Neukölln,31.9,23.4,32
2025-07-18,12524,Neukölln,30.3,18.5,28
2025-07-18,12526,Treptow-Köpenick,29.3,22.8,30
2025-07-18,12527,Treptow-Köpenick,32.0,24.5,32
2025-07-18,12555,Marzahn-Hellersdorf,33.9,17.3,30
2025-07-18,12555,Marzahn-Hellersdorf,30.2,15.5,27
2025-07-18,12557,Treptow-Köpenick,37.3,15.7,31
2025-07-18,12559,Treptow-Köpenick,38.1,17.2,32
2025-07-18,12587,Treptow-Köpenick,38.4,24.2,36
2025-07-18,12589,Treptow-Köpenick,32.3,16.3,28
2025-07-18,12619,Marzahn-Hellersdorf,37.2,22.5,35
2025-07-18,12621,Marzahn-Hellersdorf,27.4,23.7,29
2025-07-18,12621,Marzahn-Hellersdorf,35.9,23.8,34
2025-07-18,12623,Marzahn-Hellersdorf,36.8,19.2,33
2025-07-18,12623,Marzahn-Hellersdorf,36.7,20.0,33
2025-07-18,12627,Marzahn-Hellersdorf,35.3,18.2,31
2025-07-18,12629,Marzahn-Hellersdorf,27.4,16.5,25
2025-07-18,12679,Marzahn-Hellersdorf,22.8,17.1,23
2025-07-18,12681,Lichtenberg,26.0,16.3,24
2025-07-18,12681,Lichtenberg,34.1,19.1,31
2025-07-18,12683,Lichtenberg,24.2,16.7,23
2025-07-18,12683,Lichtenberg,28.7,19.0,27
2025-07-18,12683,Lichtenberg,30.4,23.5,31
2025-07-18,12685,Marzahn-Hellersdorf,31.1,21.5,30
2025-07-18,12687,Marzahn-Hellersdorf,37.3,21.6,34
2025-07-18,12689,Lichtenberg,32.2,23.1,32
2025-07-18,12689,Lichtenberg,34.5,15.4,29
2025-07-18,13051,Lichtenberg,30.7,22.9,31
2025-07-18,13051,Lichtenberg,35.4,17.0,31
2025-07-18,13053,Lichtenberg,24.7,18.5,25
2025-07-18,13053,Lichtenberg,23.7,18.1,24
2025-07-18,13053,Lichtenberg,37.1,16.1,31
2025-07-18,13055,Lichtenberg,32.8,16.7,29
2025-07-18,13055,Lichtenberg,32.4,24.6,33
2025-07-18,13057,Lichtenberg,28.5,21.0,28
2025-07-18,13057,Lichtenberg,26.8,19.7,27
2025-07-18,13059,Lichtenberg,30.2,22.6,30
2025-07-18,13086,Pankow,22.1,23.1,25
2025-07-18,13088,Lichtenberg,28.3,16.1,26
2025-07-18,13088,Lichtenberg,28.3,22.4,29
2025-07-18,13089,Pankow,29.9,24.3,31
2025-07-18,13125,Pankow,31.7,20.9,30
2025-07-18,13127,Pankow,37.7,21.1,34
2025-07-18,13129,Pankow,32.0,23.7,32
2025-07-18,13156,Pankow,36.3,21.8,34
2025-07-18,13156,Pankow,30.2,25.0,31
2025-07-18,13158,Pankow,31.5,17.8,29
2025-07-18,13158,Pankow,21.1,23.5,25
2025-07-18,13159,Pankow,22.3,21.1,24
2025-07-18,13159,Pankow,30.6,18.7,28
2025-07-18,13187,Mitte,27.2,23.8,29
2025-07-18,13187,Mitte,34.7,25.0,34
2025-07-18,13187,Mitte,30.0,15.6,27
2025-07-18,13189,Pankow,36.3,24.3,35
2025-07-18,13347,Mitte,38.0,17.0,32
2025-07-18,13349,Mitte,22.6,17.1,23
2025-07-18,13349,Mitte,27.2,15.4,25
2025-07-18,13351,Charlottenburg-Wilmersdorf,32.2,24.2,32
2025-07-18,13351,Charlottenburg-Wilmersdorf,25.5,22.6,27
2025-07-18,13353,Charlottenburg-Wilmersdorf,24.8,15.5,23
2025-07-18,13353,Charlottenburg-Wilmersdorf,35.0,21.3,33
2025-07-18,13355,Mitte,38.1,16.2,32
2025-07-18,13357,Mitte,34.3,22.5,33
2025-07-18,13357,Mitte,29.6,19.1,28
2025-07-18,13359,Mitte,28.1,15.5,25
2025-07-18,13359,Mitte,29.9,23.3,30
2025-07-18,13359,Mitte,28.5,20.7,28
2025-07-18,13403,Reinickendorf,29.2,22.7,30
2025-07-18,13405,Charlottenburg-Wilmersdorf,23.6,21.7,26
2025-07-18,13405,Charlottenburg-Wilmersdorf,36.7,19.3,33
2025-07-18,13405,Charlottenburg-Wilmersdorf,33.9,22.0,32
2025-07-18,13407,Mitte,32.5,15.1,28
2025-07-18,13407,Mitte,37.6,18.4,33
2025-07-18,13407,Mitte,25.1,22.8,27
2025-07-18,13409,Mitte,21.3,22.6,25
2025-07-18,13409,Mitte,35.2,23.9,34
2025-07-18,13409,Mitte,38.5,21.1,35
2025-07-18,13435,Reinickendorf,30.6,24.4,31
2025-07-18,13437,Pankow,20.9,20.6,23
2025-07-18,13437,Pankow,34.4,20.0,31
2025-07-18,13439,Pankow,21.2,17.0,22
2025-07-18,13439,Pankow,29.9,22.8,30
2025-07-18,13465,Reinickendorf,25.0,21.9,27
2025-07-18,13467,Reinickendorf,36.9,19.6,33
2025-07-18,13469,Pankow,28.2,15.9,26
2025-07-18,13469,Pankow,36.6,16.3,31
2025-07-18,13503,Reinickendorf,25.4,16.1,24
2025-07-18,13505,Reinickendorf,27.0,18.8,26
2025-07-18,13505,Reinickendorf,37.5,16.6,32
2025-07-18,13507,Reinickendorf,23.6,23.6,27
2025-07-18,13509,Reinickendorf,30.6,24.0,31
2025-07-18,13581,Spandau,27.1,23.6,29
2025-07-18,13583,Spandau,34.3,21.1,32
2025-07-18,13585,Spandau,22.2,21.0,24
2025-07-18,13587,Reinickendorf,28.0,23.9,29
2025-07-18,13587,Reinickendorf,32.9,19.1,30
2025-07-18,13589,Spandau,27.4,15.6,25
2025-07-18,13591,Spandau,20.9,19.7,23
2025-07-18,13593,Spandau,33.0,20.5,31
2025-07-18,13595,Charlottenburg-Wilmersdorf,29.2,20.5,29
2025-07-18,13595,Charlottenburg-Wilmersdorf,20.0,16.6,21
2025-07-18,13597,Charlottenburg-Wilmersdorf,31.3,22.8,31
2025-07-18,13597,Charlottenburg-Wilmersdorf,37.0,22.3,34
2025-07-18,13599,Charlottenburg-Wilmersdorf,21.9,17.3,22
2025-07-18,13599,Charlottenburg-Wilmersdorf,30.8,20.5,30
2025-07-18,13599,Charlottenburg-Wilmersdorf,33.4,22.9,32
2025-07-18,13627,Charlottenburg-Wilmersdorf,21.1,15.1,21
2025-07-18,13627,Charlottenburg-Wilmersdorf,20.2,17.8,22
2025-07-18,13627,Charlottenburg-Wilmersdorf,28.5,19.7,28
2025-07-18,13629,Charlottenburg-Wilmersdorf,34.6,23.5,33
